,id,name,artists,year,release_date,popularity,duration_ms,acousticness,danceability,energy,valence,tempo,mode,key,playcount,listeners,period_5yr,similarity_to_first5,similarity_to_cumulative,similarity_to_period
22,6S9G7J3EB1ZY0rrZPwsBg5,Breathe,Taylor Swift,2008,11/11/08,52,263987,0.38401508854010546,0.3404958677685951,0.44230769230769235,0.1360232480160948,0.5715910235925781,1,1,2534840,354266,2005,0.7274806260852724,0.7889274954871273,0.8061570457875107
23,4XrP7vKBjKLEYlRZdb0Ygr,Tell Me Why,Taylor Swift,2008,11/11/08,44,200560,0.06221962643296323,0.5107438016528926,0.8822115384615384,0.5193919749636751,0.22657655712455552,1,7,2398205,335981,2005,0.8876014895827588,0.8489634290261296,0.8416227192097738
24,47HtKpfzpAt8rQjjXWotFj,Forever & Always,Taylor Swift,2008,11/11/08,52,225320,0.07725872293348908,0.5223140495867769,0.844951923076923,0.5540404604895497,0.4282938204430625,1,10,,,2005,0.9264869693681017,0.8804338332582732,0.8614794499670848
25,4pl5zcqCv4vc3cB7M4MZ6f,Come In With The Rain,Taylor Swift,2008,11/11/08,46,238107,0.08920759412568771,0.3884297520661158,0.42908653846153844,0.19637867441600537,0.5428740049804953,1,2,1147363,175455,2005,0.7592285347787184,0.823121130307713,0.8439631905437751
26,4t0OI7XrODjSkAu3bTPmWj,Fifteen,Taylor Swift,2008,11/11/08,59,294333,0.06881210709072799,0.4363636363636365,0.6406250000000001,0.17290711970492903,0.1939730247153488,1,7,3854978,534096,2005,0.7881277641247781,0.8447889216618829,0.8598889544637993
27,6wn61Fzx9XMxQmieLpoIhW,White Horse,Taylor Swift,2008,11/11/08,58,234427,0.3139699815513549,0.4727272727272727,0.26682692307692313,0.19526098133452555,0.17394308416461537,1,0,4246676,517984,2005,0.7026964944210723,0.7704456071186745,0.7904799465544793
28,6Eu31gddWw0gOGO506pJYA,Fearless,Taylor Swift,2008,11/11/08,58,241987,0.041000079315782915,0.4991735537190083,0.7139423076923077,0.4780373309489214,0.22626707547034006,1,5,4752624,573447,2005,0.8886393966091902,0.8923461868091218,0.887817531358953
29,0kN3oXYWWAk1uC0y2WoyOE,Love Story,Taylor Swift,2008,11/11/08,54,235280,0.16151886634054488,0.5388429752066116,0.7427884615384616,0.2891472001788309,0.3630867556246491,1,2,14273361,1483138,2005,0.8694681178967947,0.9199135333902835,0.9201689239184836
30,1D4PL9B8gOg78jiHg3FvBb,Love Story,Taylor Swift,2008,11/11/08,76,236267,0.13473691366837556,0.5371900826446281,0.748798076923077,0.2880295070973511,0.36310115012019395,1,2,14273361,1483138,2005,0.8672901387469812,0.9184171265243561,0.9152308864894942
31,3as6Wz3mwbTnusWhZjTUNr,You Belong With Me,Taylor Swift,2008,11/11/08,56,231147,0.16872939205997511,0.6528925619834712,0.7848557692307693,0.44338884542304685,0.4421269306617149,1,6,13602576,1415858,2005,0.8942046563046805,0.8894737345168519,0.8820846932542115
32,08gavXombT6KR0af88i9tA,Jump Then Fall,Taylor Swift,2008,11/11/08,47,237067,0.1141354116128607,0.5388429752066116,0.6838942307692308,0.8625237509779814,0.08245886772898038,1,2,1572360,213714,2005,0.8004987206135079,0.7530341210573203,0.7461669631130874
33,1zxrcAk6eiytfavqriMcKT,Forever & Always,Taylor Swift,2008,11/11/08,47,225333,0.0932248870265131,0.5173553719008265,0.8545673076923077,0.5205096680451549,0.42807790300988896,1,10,,,2005,0.9272149860224537,0.8875232721444013,0.8684932139810491
34,1yACRKAwlXWhXXFUSkvzhD,Change,Taylor Swift,2008,11/11/08,46,280240,0.003999781624078212,0.4115702479338844,0.7836538461538463,0.18631943668268694,0.1977731715392034,1,5,2146140,304046,2005,0.7896444553278383,0.8367493265112806,0.832981382784298
35,6HWYtS215rxaaMjvpyG18W,You're Not Sorry,Taylor Swift,2008,11/11/08,46,261800,0.1337068385655998,0.2760330578512397,0.4098557692307693,0.26008718006035547,0.4713045731312345,1,6,2979224,370685,2005,0.7701331547078563,0.8317729178764519,0.8503787879090412
36,4WXzzCof26KJLTK5kK53dS,Hey Stephen,Taylor Swift,2008,11/11/08,52,254307,0.1996316451432474,0.9074380165289255,0.5120192307692308,0.8748183748742595,0.34158137928056304,1,6,3030924,390631,2005,0.7326408608386874,0.7047778690279023,0.7027830432459274
37,6wcFdMmiDscAhZJrcVFumx,Hey Stephen,Taylor Swift,2008,11/11/08,46,254320,0.1728496924710781,0.9107438016528925,0.5228365384615385,0.8681122163853806,0.34160297102388043,1,6,3030924,390631,2005,0.7348110088313856,0.7151018893256071,0.7045435343705586
38,2IZ00ed83ygPIiacYScWUE,Untouchable,Taylor Swift,2008,11/11/08,46,311040,0.059850453696579015,0.20991735537190084,0.4038461538461539,0.26791103163071417,0.9463157288652819,1,5,1461435,186501,2005,0.6496165568702903,0.6776347468422246,0.6919629115531118
39,5P4wWhUYWM0IaVYLuZxdar,The Way I Loved You,Taylor Swift,2008,11/11/08,51,244227,0.04182413939800351,0.23305785123966946,0.6995192307692307,0.39085727059349507,0.6649753134401404,1,5,3152719,420600,2005,0.8053344383249006,0.8187608672244604,0.8165855988555466
40,77VotUUL79U10TAnYdqwvr,The Way I Loved You,Taylor Swift,2008,11/11/08,46,244240,0.03296549351413211,0.23801652892561986,0.7139423076923077,0.36962110204537835,0.6646802262814698,1,5,3152719,420600,2005,0.8018897609681717,0.8212526143163361,0.8147889795593753
41,0RdcBnAXyH2YZZvcBVu2k6,Change,Taylor Swift,2008,11/11/08,43,281053,0.00464872893882693,0.4231404958677687,0.7668269230769231,0.19637867441600537,0.19795310273351463,1,5,2146140,304046,2005,0.7941431339733012,0.8365578509028001,0.8394514777367369
42,5YbZZ2gYfvW1UvHHF4pVaD,The Best Day,Taylor Swift,2008,11/11/08,44,245347,0.6291729630007323,0.6148760330578513,0.39543269230769235,0.35285570582318093,0.41416562306573956,1,1,2202933,323344,2005,0.7208082218340557,0.7503357633792542,0.7700490631491811
43,3esA216TyLHEkNiBCeCmcg,The Best Day,Taylor Swift,2008,11/11/08,50,245333,0.6662556667006592,0.6181818181818183,0.37980769230769235,0.3886218844305354,0.41420160930460187,1,1,2202933,323344,2005,0.7095643334988908,0.7400133568280463,0.753160405196753
44,0HmCuN0Z3OX1Qrz43FLOPL,You're Not Sorry,Taylor Swift,2008,11/11/08,51,261787,0.1501880402100117,0.30247933884297523,0.4014423076923077,0.2544987146529563,0.4708799355126599,1,6,2979224,370685,2005,0.7708466060328432,0.8439454866543017,0.8544597727882588
45,49mWEy5MgtNujgT7xU3emT,Breathe,Taylor Swift,2008,11/11/08,49,263973,0.3901955391567599,0.35206611570247937,0.4375,0.15167095115681234,0.039160225129910235,1,1,2534840,354266,2005,0.7008838104401094,0.7593075168867343,0.7742371691929217
46,3F6czr26ZwGU5O5CHY04Ma,Fearless,Taylor Swift,2008,11/11/08,48,242000,0.03729180894579024,0.5057851239669422,0.7163461538461539,0.467978093215603,0.22631745620474725,1,5,4752624,573447,2005,0.885666549459624,0.8909678143155236,0.8874004019815749
47,4jPtq9shRdUv8Zjr0a5xkD,White Horse,Taylor Swift,2008,11/11/08,48,234440,0.31087975624302766,0.484297520661157,0.2740384615384615,0.16396557505309042,0.172949863972017,1,0,4246676,517984,2005,0.6969556653056863,0.7766899069026292,0.7865882951846502
48,3M0w3fhdXByHLCNAoi5c9G,Fifteen,Taylor Swift,2008,11/11/08,48,294347,0.0747865426868273,0.4413223140495869,0.6225961538461539,0.1852017436012071,0.1939730247153488,1,7,3854978,534096,2005,0.791255683554722,0.8616218290279034,0.8652134767745433
49,3rnI1UCyGJvUTVvT97VQr5,Tell Me Why,Taylor Swift,2008,11/11/08,48,200547,0.058614363573248125,0.515702479338843,0.8858173076923077,0.5160388957192356,0.22618070849707061,1,7,2398205,335981,2005,0.8851081899651345,0.8448256950062293,0.8399772596661698
50,14Bljc3pOOG0xQX3wqhLN9,SuperStar,Taylor Swift,2008,11/11/08,44,261453,0.377834637923451,0.5256198347107438,0.49639423076923084,0.20084944674192468,0.12555598739042184,1,2,975391,149335,2005,0.7514772205581645,0.8209884025871587,0.8261993253575038
51,46HGgtwmmuEB8mvDCyjyAc,Forever & Always - Piano Version,Taylor Swift,2008,11/11/08,48,267507,0.8774210627696866,0.49586776859504134,0.050480769230769246,0.2746171901195931,0.36270530149270913,1,9,,,2005,0.5407683820186879,0.5932566490233584,0.5985097548804028
52,0xvsgzM8AtBtRHZm5rav8A,The Other Side Of The Door,Taylor Swift,2008,11/11/08,44,237600,0.17387976757385382,0.3041322314049587,0.8389423076923077,0.4702134793785626,0.6859912769356997,1,4,1157944,165075,2005,0.8384207841890762,0.8069585284122028,0.8121646290634681
53,1GEBsLDvJGw7kviySRI6GX,You Belong With Me,Taylor Swift,2008,11/11/08,70,232120,0.1831504434988355,0.6528925619834712,0.7536057692307693,0.4322119146082486,0.44214132515725985,1,6,13602576,1415858,2005,0.8925281695402628,0.8916981506873435,0.8915983285924015
54,5vyxXfD5gLlyPxGZMEjtmd,Crazier,Taylor Swift,2009,1/1/09,59,191947,0.06479481418990259,0.26446280991735543,0.5120192307692308,0.12261093103833687,0.46428005930532157,1,4,3586202,332290,2005,0.7458868413906814,0.821881575286545,0.8263544370431112
55,1MaqkdFNIKPdpQGDzme5ss,Two Is Better Than One (feat. Taylor Swift),Taylor Swift,2009,9/7/09,65,242840,0.19448126962936868,0.37851239669421494,0.7019230769230769,0.22543869453448084,0.42781880209008066,1,0,545,58,2005,0.8394448529338263,0.9039189435373879,0.905634676688506
56,1EQn3Uc5AyUXoiPLeyCrrg,Ours,Taylor Swift,2010,10/25/10,54,237920,0.5529474053953274,0.5223140495867769,0.5420673076923077,0.2120263775567229,0.6571878913503475,1,0,3384873,345349,2010,0.7254982719553049,0.7766829254018959,0.7585048903487412
57,19tHCfzUSoy5HkpxcmbA0A,The Story Of Us,Taylor Swift,2010,10/25/10,52,265667,0.004720834196021232,0.41487603305785137,0.8413461538461539,0.7093997988152454,0.5136243900332512,1,4,7653552,592696,2010,0.8715304178872796,0.7946441917520178,0.8266796256132536
58,1By2VQkUN0Frd8mKNV5NYC,Better Than Revenge,Taylor Swift,2010,10/25/10,52,217160,0.014115119133336011,0.3702479338842976,0.9603365384615385,0.6557505309042138,0.5562536885894833,0,11,9758481,693184,2010,0.8460707549140907,0.7744409643426969,0.7971226910390504
59,7DjCRhhFo9PPzca1BjMLcf,Long Live,Taylor Swift,2010,10/25/10,52,317453,0.03687977890467994,0.20826446280991737,0.6754807692307693,0.10472784173465964,0.9758460364756517,1,7,5758394,484454,2010,0.6369930245794608,0.6747395613869942,0.663039770584561
60,1D27z8xNzjW0Mwwt1NCWhJ,Last Kiss,Taylor Swift,2010,10/25/10,51,367133,0.5869398837869269,0.13057851239669424,0.2680288461538462,0.16508326813457025,0.14757236832635193,1,10,6045914,485632,2010,0.6195554680138993,0.6811261627441292,0.6500694904392238
61,14LtANuaslKWyYbktUrHBU,Enchanted,Taylor Swift,2010,10/25/10,52,352187,0.07591962529988061,0.26942148760330586,0.6069711538461539,0.17849558511232816,0.6863223503332325,1,8,16190767,984205,2010,0.7482502689641435,0.8090146204579125,0.7863527257213956
62,1nYWTzy5zu3zEPNgB1sItW,Speak Now,Taylor Swift,2010,10/25/10,52,240760,0.0976542099684488,0.6892561983471074,0.578125,0.7675198390521963,0.3630363748902419,1,7,6906568,569506,2010,0.8349323257817982,0.7927283895229484,0.8328549722385237
63,3RBluWmSoG2pGA1OePzGJI,The Story Of Us,Taylor Swift,2010,10/25/10,56,265667,0.004720834196021232,0.41487603305785137,0.8413461538461539,0.7093997988152454,0.5136243900332512,1,4,7653552,592696,2010,0.8715304178872796,0.8002167279873091,0.8266796256132536
64,6d9IiDcFxtFVIvt9pCqyGH,Sparks Fly,Taylor Swift,2010,10/25/10,52,260933,0.04058804927467262,0.5173553719008265,0.8040865384615385,0.36403263663797925,0.33433375077370403,1,5,7939365,614257,2010,0.8787467955729773,0.8873762783137332,0.8982162464811948
65,4N60XfcTE1ysLZGbYgnYXq,Mean,Taylor Swift,2010,10/25/10,53,237733,0.4653910216593892,0.45619834710743795,0.7728365384615385,0.827875265452107,0.686905327402801,1,4,6643290,681785,2010,0.7856135688001902,0.7296064384235693,0.7414554104838686
66,74WBGgUnpKrJXt6TETfR6Z,Never Grow Up,Taylor Swift,2010,10/25/10,53,290467,0.843428584378087,0.6975206611570248,0.2247596153846154,0.5652173913043479,0.4057520404197434,1,2,3382574,413706,2010,0.610029676223731,0.6335768010569921,0.6287418484533496
67,1ubvV5ECkm6nSI6g1HmbBK,Dear John,Taylor Swift,2010,10/25/10,53,403920,0.1707895422655266,0.4909090909090909,0.4230769230769231,0.06002011847546663,0.36599444372471956,1,4,6443675,532235,2010,0.7266200521150916,0.8184332825836279,0.796178383029031
68,6IH2Z54gYPLqgJtxZjX80i,Back To December - Acoustic Version,Taylor Swift,2010,10/25/10,54,292560,0.7702932520810093,0.4115702479338844,0.40264423076923084,0.3673857158824187,0.5270040736422392,1,2,191152,45823,2010,0.6780293385542149,0.7211651218942694,0.695513634819664
69,1q8E1FfFuhd12c5JcJwPxQ,Sparks Fly,Taylor Swift,2010,10/25/10,55,260933,0.04058804927467262,0.5173553719008265,0.8040865384615385,0.36403263663797925,0.33433375077370403,1,5,7939365,614257,2010,0.8787467955729773,0.8794860148818385,0.8982162464811948
70,7lxADouiWFkwR7ZV2GKUcH,Back To December,Taylor Swift,2010,10/25/10,55,293027,0.12031586222951517,0.39173553719008275,0.6634615384615385,0.2656756454677545,0.5279828993392925,1,2,10432539,822246,2010,0.8378538255569652,0.9013091381879086,0.8820015239345456
71,6LZaxlycSWrJZ4Volb25qx,Mine,Taylor Swift,2010,10/25/10,54,230707,0.0025267742271088984,0.5487603305785125,0.7680288461538463,0.6814574717782498,0.3781146089735284,1,7,7905352,712738,2010,0.8913253408523906,0.8254978582726908,0.863456820147192
72,24DefNCFiWTP8OjYWiXuYe,Speak Now,Taylor Swift,2010,10/25/10,50,240760,0.0976542099684488,0.6892561983471074,0.578125,0.7675198390521963,0.3630363748902419,1,7,6906568,569506,2010,0.8349323257817982,0.7992390687846745,0.8328549722385237
73,10eBRyImhfqVvkiVEGf0N0,Enchanted,Taylor Swift,2010,10/25/10,58,352187,0.07591962529988061,0.26942148760330586,0.6069711538461539,0.17849558511232816,0.6863223503332325,1,8,16190767,984205,2010,0.7482502689641435,0.8061430103566745,0.7863527257213956
74,0vvt4IZOMkRug195S4MUq0,If This Was A Movie,Taylor Swift,2010,10/25/10,50,234547,0.1707895422655266,0.3619834710743802,0.7223557692307693,0.269028724712194,0.5708712988153329,1,4,2620360,272868,2010,0.8356598777284436,0.8851490527820789,0.8634704565784947
75,11UaQaEp2LvdspTyyuE3ur,Haunted,Taylor Swift,2010,10/25/10,49,242080,0.08488127869402959,0.23801652892561986,1.0,0.339443388845423,0.673331318103957,1,5,6634459,497698,2010,0.7747086278113883,0.7645721450999022,0.7569505137934023
76,5GPwN5iZ9ZMSXAkppj4Uvv,Innocent,Taylor Swift,2010,10/25/10,43,302253,0.19139104432104145,0.4297520661157026,0.5889423076923077,0.1360232480160948,0.4715348850599531,0,1,3505439,381127,2010,0.7884159151864429,0.8760710502649302,0.8460794703359997
77,0fAbfDiuQiUwV7FUcFfRGY,Mine - POP Mix,Taylor Swift,2010,10/25/10,45,230333,0.0072857212019328335,0.6661157024793388,0.7271634615384616,0.7049290264893261,0.37768997135495375,1,7,1588535,206132,2010,0.8597477919621105,0.8069819797889213,0.8465550705412055
78,2ythurkTtSiyfK7GprJoFW,Better Than Revenge,Taylor Swift,2010,10/25/10,48,217160,0.014115119133336011,0.3702479338842976,0.9603365384615385,0.6557505309042138,0.5562536885894833,0,11,9758481,693184,2010,0.8460707549140907,0.7831954644891146,0.7971226910390504
79,62rlxI6g2PNaWsHoiRryto,Haunted - Acoustic Version,Taylor Swift,2010,10/25/10,45,217613,0.867120311741929,0.4479338842975206,0.39062500000000006,0.29585335866770984,0.08944739531603113,1,5,962658,135117,2010,0.6134487834540773,0.6457470707492561,0.6300089978404091
80,6OVJMTfXU9rbYI51AoEuLH,Back To December,Taylor Swift,2010,10/25/10,43,295107,0.1285564630517211,0.3884297520661158,0.6634615384615385,0.250027942327037,0.5279828993392925,1,2,10432539,822246,2010,0.8324378085593015,0.9007490279496948,0.8767402641347705
81,28M2gifMU282QBM3fKajIS,Haunted,Taylor Swift,2010,10/25/10,45,242080,0.08488127869402959,0.23801652892561986,1.0,0.339443388845423,0.673331318103957,1,5,6634459,497698,2010,0.7747086278113883,0.7679394272144305,0.7569505137934023
82,1wJL1A0QUHJPf2cm7tsrdw,Never Grow Up,Taylor Swift,2010,10/25/10,47,290467,0.843428584378087,0.6975206611570248,0.2247596153846154,0.5652173913043479,0.4057520404197434,1,2,3382574,413706,2010,0.610029676223731,0.6343761483086432,0.6287418484533496
83,4h0EXpatqJImv4VRgvX6po,Last Kiss,Taylor Swift,2010,10/25/10,47,367133,0.5869398837869269,0.13057851239669424,0.2680288461538462,0.16508326813457025,0.14757236832635193,1,10,6045914,485632,2010,0.6195554680138993,0.6809061299639152,0.6500694904392238
84,2R7C9dDqv1UPycvepBFziA,Superman,Taylor Swift,2010,10/25/10,46,275960,0.027403087959143105,0.47933884297520657,0.7776442307692308,0.570805856711747,0.45665097666652266,1,7,1912461,221003,2010,0.916726115816612,0.8665613691889223,0.8966553665773138
85,7hZuICN5eaCuQyp443RCt6,Dear John,Taylor Swift,2010,10/25/10,46,403920,0.1707895422655266,0.4909090909090909,0.4230769230769231,0.06002011847546663,0.36599444372471956,1,4,6443675,532235,2010,0.7266200521150916,0.8181903855770843,0.796178383029031
86,1P5QpwOgXJuoVTm3CWbnLY,Today Was A Fairytale - US Version,Taylor Swift,2010,1/1/10,45,241813,0.029051208123584294,0.31900826446280994,0.7199519230769231,0.3439141611713423,0.6442472398554792,1,7,65199,15506,2010,0.8172110596794563,0.8467045550129926,0.8363116937127493
87,6XDBA3QWX51lDJ0oZbaJJN,Long Live,Taylor Swift,2010,10/25/10,47,317947,0.03687977890467994,0.20826446280991737,0.6754807692307693,0.10472784173465964,0.975882022714514,1,7,5758394,484454,2010,0.636981341952383,0.6857104622326272,0.6630273622702985
88,5yEPktRqvIhko5QFF3aBhQ,Mean,Taylor Swift,2010,10/25/10,63,237733,0.4653910216593892,0.45619834710743795,0.7728365384615385,0.827875265452107,0.686905327402801,1,4,6643290,681785,2010,0.7856135688001902,0.7367546201533871,0.7414554104838686
89,0dBW6ZsW8skfvoRfgeerBF,Mine,Taylor Swift,2010,10/25/10,62,230707,0.0025267742271088984,0.5487603305785125,0.7680288461538463,0.6814574717782498,0.3781146089735284,1,7,7905352,712738,2010,0.8913253408523906,0.824828618931071,0.863456820147192
90,3DrjZArsPsoqbLzUZZV1Id,Back To December,Taylor Swift,2010,10/25/10,61,293027,0.12031586222951517,0.39173553719008275,0.6634615384615385,0.2656756454677545,0.5279828993392925,1,2,10432539,822246,2010,0.8378538255569652,0.9083103501299937,0.8820015239345456
91,3kfgJql90tzgoxByioAMXR,Innocent,Taylor Swift,2010,10/25/10,47,302253,0.19139104432104145,0.4297520661157026,0.5889423076923077,0.1360232480160948,0.4715348850599531,0,1,3505439,381127,2010,0.7884159151864429,0.8774265613350155,0.8460794703359997
92,4pFvEWbjBpPUdYRQly0THs,Today Was A Fairytale,Taylor Swift,2011,2/15/11,52,242480,0.031420380859968504,0.32892561983471075,0.703125,0.3305018441935844,0.6438226022369046,1,7,1234114,156777,2010,0.814984576913671,0.8562363090373395,0.8384748057992739
93,1x0J8LFX23d5h1zzuzZorc,Stay Stay Stay,Taylor Swift,2012,10/22/12,53,204827,0.3160301317569064,0.7223140495867769,0.7572115384615385,0.9832346037778027,0.2263318507002921,1,0,2624334,317577,2010,0.763141463241928,0.6882294207755841,0.7214166243414479
94,5AsmAjBSSQjRPWgAYIp8tm,The Moment I Knew,Taylor Swift,2012,10/22/12,50,285560,0.1924211194238172,0.5421487603305786,0.46634615384615385,0.2533810215714765,0.41370499920830267,1,7,1696971,196233,2010,0.8036539297332175,0.8910109459341027,0.8769171668648228
95,5zyCYmiaVE5y26EZuwZbsw,State Of Grace,Taylor Swift,2012,10/22/12,53,295187,0.0,0.48925619834710743,0.8497596153846154,0.3897395775120152,0.44215571965280465,1,4,4390278,380314,2010,0.8717912448612701,0.8647370437481231,0.8778079553110167
96,7wjbSn8QHsxqKXU5M0jXGM,Eyes Open,Taylor Swift,2012,1/1/12,50,244587,0.006667676140267386,0.5057851239669422,0.7283653846153846,0.2802056555269923,0.4936016467302904,1,7,1357886,195463,2010,0.8367073968808271,0.8815635449314697,0.8804090032090698
97,4XMP3zVxrnr58T0tjIHvpR,All Too Well,Taylor Swift,2012,10/22/12,47,327893,0.03914594413078657,0.512396694214876,0.5901442307692308,0.3226779926232257,0.17651969886715316,1,0,7722795,545968,2010,0.8204962790916492,0.858717113126191,0.870524950654856
98,31pEV5lPJi7btskZoUr2yu,I Almost Do,Taylor Swift,2012,10/22/12,53,242573,0.017617374482773538,0.45454545454545453,0.4362980769230769,0.2064379121493238,0.5565703674914713,1,4,2920141,321803,2010,0.7560517209694191,0.8397437256981867,0.8231023709340826
